FECHA (YYMMDD);HORA (HHMM);;
200601;0200;9,51704;
200601;0300;8,97519;
200601;0400;8,90833;
200601;0500;9,09512;
200601;0600;9,09494;
200601;0700;9,13643;
200601;0800;8,81126;
200601;0900;9,32774;
200601;1000;12,6083;
200601;1100;14,8833;
200601;1200;17,2711;
200601;1300;18,254;
200601;1400;19,162;
200601;1500;19,7283;
200601;1600;19,6029;
200601;1700;18,6109;
200601;1800;16,9105;
200601;1900;15,2259;
200601;2000;13,6924;
200601;2100;11,9173;
200601;2200;10,8587;
200601;2300;10,4502;
200602;0000;9,8;
200602;0100;9,24512;
200602;0200;8,8866;
200602;0300;8,55309;
200602;0400;8,5529;
200602;0500;8,65271;
200602;0600;8,64421;
200602;0700;8,91904;
200602;0800;9,1272;
200602;0900;10,077;
200602;1000;11,4351;
200602;1100;11,8;
200602;1200;12,55;
200602;1300;12,45;
200602;1400;13,1167;
200602;1500;13,3917;
200602;1600;13,0424;
200602;1700;12,3006;
200602;1800;11,7754;
200602;1900;10,9502;
200602;2000;10,5583;
200602;2100;10,4117;
200602;2200;9,8116;
200602;2300;9,36142;
200603;0000;9,2529;
200603;0100;9,59364;
200603;0200;9,26921;
200603;0300;9,20235;
200603;0400;9,40216;
200603;0500;8,83531;
200603;0600;8,33513;
200603;0700;8,22664;
200603;0800;7,8924;
200603;0900;7,62564;
200603;1000;8,04277;
200603;1100;8,40924;
200603;1200;9,50906;
200603;1300;10,3755;
200603;1400;11,5254;
200603;1500;11,8169;
200603;1600;11,8833;
200603;1700;11,3284;
200603;1800;9,46994;
200603;1900;7,32654;
200603;2000;7,01812;
200603;2100;6,11803;
200603;2200;5,21793;
200603;2300;5,15951;
200604;0000;4,49275;
200604;0100;4,76766;
200604;0200;4,9259;
200604;0300;4,05081;
200604;0400;4,05904;
200604;0500;3,26698;
200604;0600;2,92527;
200604;0700;2,3919;
200604;0800;2,69185;
200604;0900;4,60027;
200604;1000;7,025;
200604;1100;9,43352;
200604;1200;11,2583;
200604;1300;12,4201;
200604;1400;13,9866;
200604;1500;14,3781;
200604;1600;14,7612;
200604;1700;14,7027;
200604;1800;12,2025;
200604;1900;9,48569;
200604;2000;8,2605;
200604;2100;7,96766;
200604;2200;7,01757;
200604;2300;6,20081;
200605;0000;5,39239;
200605;0100;4,6673;
200605;0200;4,35053;
200605;0300;3,62522;
200605;0400;3,57518;
200605;0500;3,2168;
200605;0600;2,75842;
200605;0700;2,76671;
200605;0800;2,1;
200605;0900;4,01007;
200605;1000;8,60834;
200605;1100;11,4167;
200605;1200;13,1083;
200605;1300;15,0667;
200605;1400;15,6583;
200605;1500;16,7333;
200605;1600;16,8417;
200605;1700;16,3333;
200605;1800;13,8435;
200605;1900;10,4684;
200605;2000;9,12646;
200605;2100;7,91731;
200605;2200;7,25888;
200605;2300;6,525;
200606;0000;5,9087;
200606;0100;5,2086;
200606;0200;5,50018;
200606;0300;4,67509;
200606;0400;5,175;
200606;0500;3,88419;
200606;0600;3,35081;
200606;0700;3,97577;
200606;0800;2,80073;
200606;0900;5,125;
200606;1000;9,58333;
200606;1100;12,2417;
200606;1200;15,2605;
200606;1300;15,927;
200606;1400;16,5704;
200606;1500;16,2533;
200606;1600;15,1348;
200606;1700;13,5596;
200606;1800;11,7844;
200606;1900;9,75925;
200606;2000;8,4924;
200606;2100;7,32527;
200606;2200;7,03352;
200606;2300;6,36676;
200607;0000;6,025;
200607;0100;5,91006;
200607;0200;5,0183;
200607;0300;4,31821;
200607;0400;3,68406;
200607;0500;3,40901;
200607;0600;2,83396;
200607;0700;2,15059;
200607;0800;2,01722;
200607;0900;2,49167;
200607;1000;5,475;
200607;1100;8,5;
200607;1200;9,85147;
200607;1300;11,8096;
200607;1400;13,7261;
200607;1500;13,9918;
200607;1600;14,2007;
200607;1700;13,6255;
200607;1800;12,1004;
200607;1900;9,80852;
200607;2000;8,45;
200607;2100;7,11839;
200607;2200;6,4183;
200607;2300;5,51821;
200608;0000;4,74312;
200608;0100;4,17636;
200608;0200;3,7173;
200608;0300;4,14285;
200608;0400;3,80054;
200608;0500;3,10883;
200608;0600;2,36712;
200608;0700;2,97541;
200608;0800;3,0587;
200608;0900;3,99199;
200608;1000;6,43388;
200608;1100;8,05;
200608;1200;8,79167;
200608;1300;9,925;
200608;1400;10,7;
200608;1500;11,2417;
200608;1600;11,55;
200608;1700;10,975;
200608;1800;9,9866;
200608;1900;8,65308;
200608;2000;7,91812;
200608;2100;7,62636;
200608;2200;7,04294;
200608;2300;6,72617;
200609;0000;6,53442;
200609;0100;6,40932;
200609;0200;5,8509;
200609;0300;5,40081;
200609;0400;5,10905;
200609;0500;4,6673;
200609;0600;4,06721;
200609;0700;3,08355;
200609;0800;2,55851;
200609;0900;3,775;
200609;1000;6,88333;
200609;1100;9,3;
200609;1200;11,75;
200609;1300;14,425;
200609;1400;15,9083;
200609;1500;17,1833;
200609;1600;17,0667;
200609;1700;15,775;
200609;1800;13,6917;
200609;1900;11,1083;
200609;2000;9,04384;
200609;2100;7,90099;
200609;2200;7,1259;
200609;2300;6,46748;
200610;0000;5,80904;
200610;0100;4,49229;
200610;0200;4,35053;
200610;0300;4,12544;
200610;0400;3,67517;
200610;0500;3,0918;
200610;0600;2,10841;
200610;0700;2,08337;
200610;0800;2,04167;
200610;0900;4,07674;
200610;1000;8,5;
200610;1100;10,5333;
200610;1200;12,225;
200610;1300;13,6917;
200610;1400;14,5109;
200610;1500;15,6774;
200610;1600;15,7439;
200610;1700;14,952;
200610;1800;12,3851;
200610;1900;9,29332;
200610;2000;7,85073;
200610;2100;6,90064;
200610;2200;5,92555;
200610;2300;5,60046;
200611;0000;4,3587;
200611;0100;3,65014;
200611;0200;3,00842;
200611;0300;2,60004;
200611;0400;2,25;
200611;0500;1,82543;
200611;0600;1,54208;
200611;0700;1,38372;
200611;0800;1,51704;
200611;0900;3,19236;
200611;1000;5,48333;
200611;1100;8,60834;
200611;1200;10,5022;
200611;1300;10,677;
200611;1400;10,7101;
200611;1500;11,1266;
200611;1600;11,4848;
200611;1700;10,7763;
200611;1800;9,7261;
200611;1900;9,37592;
200611;2000;9,87573;
200611;2100;8,94221;
200611;2200;8,95036;
200611;2300;9,25018;
200612;0000;9,84167;
200612;0100;9,63678;
200612;0200;8,41159;
200612;0300;7,85154;
200612;0400;8,03622;
200612;0500;8,35272;
200612;0600;7,6096;
200612;0700;7,55119;
200612;0800;7,46777;
200612;0900;7,54268;
200612;1000;7,80092;
200612;1100;8,10999;
200612;1200;8,46812;
200612;1300;10,0263;
200612;1400;11,8178;
200612;1500;12,6009;
200612;1600;12,8757;
200612;1700;13,1505;
200612;1800;10,3254;
200612;1900;7,54176;
200612;2000;7,70833;
200612;2100;7,02673;
200612;2200;5,6683;
200612;2300;4,45154;
200613;0000;3,9674;
200613;0100;3,43401;
200613;0200;2,8173;
200613;0300;2,90059;
200613;0400;2,41721;
200613;0500;1,82525;
200613;0600;1,38355;
200613;0700;1,5002;
200613;0800;1,10018;
200613;0900;2,51699;
200613;1000;6,66667;
200613;1100;10,3833;
200613;1200;13;
200613;1300;14,7333;
200613;1400;16,5583;
200613;1500;17,5917;
200613;1600;18,8667;
200613;1700;18,975;
200613;1800;13,8083;
200613;1900;10,1698;
200613;2000;9,29457;
200613;2100;8,25835;
200613;2200;7,56667;
200613;2300;6,9595;
200614;0000;5,76775;
200614;0100;5,78432;
200614;0200;5,1759;
200614;0300;4,73414;
200614;0400;4,15072;
200614;0500;3,45031;
200614;0600;3,0336;
200614;0700;3,4169;
200614;0800;3,32518;
200614;0900;5,00833;
200614;1000;10,3083;
200614;1100;15,5917;
200614;1200;18,575;
200614;1300;21,0652;
200614;1400;22,7482;
200614;1500;23,8895;
200614;1600;23,5475;
200614;1700;21,9471;
200614;1800;18,4051;
200614;1900;14,5023;
200614;2000;12,8105;
200614;2100;10,7853;
200614;2200;8,1268;
200614;2300;7,01748;
200615;0000;6,69239;
200615;0100;6,95062;
200615;0200;7,54221;
200615;0300;7,84211;
200615;0400;7,52535;
200615;0500;7,49193;
200615;0600;7,15017;
200615;0700;6,62508;
200615;0800;6,00833;
200615;0900;6,73507;
200615;1000;7,31832;
200615;1100;9,77811;
200615;1200;10,6112;
200615;1300;12,3027;
200615;1400;12,6443;
200615;1500;13,3191;
200615;1600;14,1605;
200615;1700;13,352;
200615;1800;12,1018;
200615;1900;11,3683;
200615;2000;11,4682;
200615;2100;10,2513;
200615;2200;9,50943;
200615;2300;8,39259;
200616;0000;8,2424;
200616;0100;7,42528;
200616;0200;6,73351;
200616;0300;7,58342;
200616;0400;7,24167;
200616;0500;6,85172;
200616;0600;6,95163;
200616;0700;6,90155;
200616;0800;6,99313;
200616;0900;7,09304;
200616;1000;8,16924;
200616;1100;9,64406;
200616;1200;11,5605;
200616;1300;13,1687;
200616;1400;13,6185;
200616;1500;13,9767;
200616;1600;13,8682;
200616;1700;13,2346;
200616;1800;11,6761;
200616;1900;10,5842;
200616;2000;9,78406;
200616;2100;11,4005;
200616;2200;9,94203;
200616;2300;9,06685;
200617;0000;8,89999;
200617;0100;9,58678;
200617;0200;9,82826;
200617;0300;10,3364;
200617;0400;10,2112;
200617;0500;9,32771;
200617;0600;9,43587;
200617;0700;9,19328;
200617;0800;9,27719;
200617;0900;9,22702;
200617;1000;9,61017;
200617;1100;10,2099;
200617;1200;10,6182;
200617;1300;10,0096;
200617;1400;9,76778;
200617;1500;10,8842;
200617;1600;11,8674;
200617;1700;11,9505;
200617;1800;10,9837;
200617;1900;10,5169;
200617;2000;9,875;
200617;2100;9,02844;
200617;2200;8,76994;
200617;2300;7,66821;
200618;0000;7,28478;
200618;0100;7,21803;
200618;0200;7,4846;
200618;0300;7,40118;
200618;0400;7,36775;
200618;0500;7,80932;
200618;0600;7,55923;
200618;0700;7,29249;
200618;0800;7,5424;
200618;0900;7,70064;
200618;1000;8,06776;
200618;1100;8,45924;
200618;1200;8,88406;
200618;1300;10,0089;
200618;1400;10,2337;
200618;1500;10,7085;
200618;1600;11,2833;
200618;1700;10,4785;
200618;1800;9,07826;
200618;1900;8,38641;
200618;2000;8,43623;
200618;2100;8,16939;
200618;2200;9,4192;
200618;2300;9,02734;
200619;0000;9,17717;
200619;0100;8,93532;
200619;0200;8,83513;
200619;0300;8,97662;
200619;0400;9,12643;
200619;0500;8,67625;
200619;0600;9,35941;
200619;0700;9,40999;
200619;0800;8,9924;
200619;0900;8,99147;
200619;1000;9,5087;
200619;1100;10,5419;
200619;1200;12,4667;
200619;1300;13,5667;
200619;1400;13,1116;
200619;1500;12,9931;
200619;1600;12,7362;
200619;1700;12,3777;
200619;1800;11,8583;
200619;1900;11,3273;
200619;2000;10,4605;
200619;2100;10,1353;
200619;2200;9,61014;
200619;2300;9,2683;
200620;0000;9,22644;
200620;0100;9,18459;
200620;0200;9,08441;
200620;0300;9,06755;
200620;0400;9,76738;
200620;0500;10,1422;
200620;0600;9,28366;
200620;0700;9,25017;
200620;0800;9,04167;
200620;0900;9,02847;
200620;1000;9,98663;
200620;1100;10,9448;
200620;1200;11,7696;
200620;1300;11,6777;
200620;1400;11,6859;
200620;1500;11,8191;
200620;1600;11,9022;
200620;1700;11,752;
200620;1800;11,4667;
200620;1900;11,5016;
200620;2000;11,4015;
200620;2100;10,468;
200620;2200;9,9511;
200620;2300;10,3259;
200621;0000;9,80074;
200621;0100;9,00888;
200621;0200;8,53369;
200621;0300;8,7002;
200621;0400;8,00835;
200621;0500;6,98505;
200621;0600;5,9683;
200621;0700;5,35988;
200621;0800;5,10979;
200621;0900;5,78471;
200621;1000;7,61795;
200621;1100;10,1917;
200621;1200;11,9667;
200621;1300;12,825;
200621;1400;14,0518;
200621;1500;14,7099;
200621;1600;14,8015;
200621;1700;14,5583;
200621;1800;13,0917;
200621;1900;10,3583;
200621;2000;9,40073;
200621;2100;9,05055;
200621;2200;7,76685;
200621;2300;8,25018;
200622;0000;8,53333;
200622;0100;8,94505;
200622;0200;9,06154;
200622;0300;8,60303;
200622;0400;9,01117;
200622;0500;9,22766;
200622;0600;8,8858;
200622;0700;9,04398;
200622;0800;9,11047;
200622;0900;9,68529;
200622;1000;9,71011;
200622;1100;9,84326;
200622;1200;10,3681;
200622;1300;10,8279;
200622;1400;11,6427;
200622;1500;11,4592;
200622;1600;10,9424;
200622;1700;9,69221;
200622;1800;8,5087;
200622;1900;8,38351;
200622;2000;8,28334;
200622;2100;8,37;
200622;2200;8,21994;
200622;2300;8,12808;
200623;0000;8,27789;
200623;0100;8,33604;
200623;0200;8,45253;
200623;0300;8,375;
200623;0400;8,16884;
200623;0500;9,00198;
200623;0600;8,63515;
200623;0700;8,075;
200623;0800;8,96667;
200623;0900;8,16795;
200623;1000;9,13333;
200623;1100;10,0833;
200623;1200;10,31;
200623;1300;10,3917;
200623;1400;10,8;
200623;1500;12,2083;
200623;1600;12,8583;
200623;1700;12,8917;
200623;1800;12,0417;
200623;1900;10,9833;
200623;2000;8,95833;
200623;2100;8,36665;
200623;2200;8,11667;
200623;2300;7,81667;
200624;0000;7,675;
200624;0100;7,70833;
200624;0200;7,6759;
200624;0300;6,24248;
200624;0400;5,24239;
200624;0500;4,93395;
200624;0600;5,0922;
200624;0700;4,95878;
200624;0800;5,07536;
200624;0900;5,64167;
200624;1000;7,075;
200624;1100;9,39186;
200624;1200;9,51668;
200624;1300;9,86172;
200624;1400;10,1949;
200624;1500;11,5197;
200624;1600;11,8445;
200624;1700;11,6777;
200624;1800;10,3775;
200624;1900;9,28566;
200624;2000;8,45215;
200624;2100;6,69266;
200624;2200;5,12589;
200624;2300;4,41747;
200625;0000;3,36702;
200625;0100;2,85031;
200625;0200;2,68359;
200625;0300;1,90011;
200625;0400;1,39176;
200625;0500;1,0334;
200625;0600;0,866688;
200625;0700;0,441672;
200625;0800;-0,258333;
200625;0900;0,250109;
200625;1000;5,23333;
200625;1100;7,32655;
200625;1200;8,38626;
200625;1300;9,59442;
200625;1400;10,7609;
200625;1500;10,7357;
200625;1600;10,1689;
200625;1700;9,31035;
200625;1800;8,2435;
200625;1900;7,53416;
200625;2000;7,30074;
200625;2100;7,56731;
200625;2200;8,02609;
200625;2300;8,11758;
200626;0000;8,47574;
200626;0100;8,05055;
200626;0200;7,03352;
200626;0300;6,70009;
200626;0400;7,84167;
200626;0500;6,96839;
200626;0600;7,32663;
200626;0700;7,68488;
200626;0800;7,69314;
200626;0900;7,66805;
200626;1000;8,76924;
200626;1100;10,9583;
200626;1200;13,2667;
200626;1300;14,2083;
200626;1400;14,1667;
200626;1500;13,85;
200626;1600;13,0333;
200626;1700;11,8596;
200626;1800;12;
200626;1900;11,3842;
200626;2000;11,1674;
200626;2100;10,1505;
200626;2200;8,6087;
200626;2300;7,76676;
200627;0000;7,125;
200627;0100;7,01006;
200627;0200;7,08496;
200627;0300;6,02654;
200627;0400;5,35145;
200627;0500;4,70135;
200627;0600;4,37627;
200627;0700;4,38451;
200627;0800;4,86777;
200627;0900;4,94268;
200627;1000;6,94259;
200627;1100;10,3667;
200627;1200;13,3;
200627;1300;15,6167;
200627;1400;15,0333;
200627;1500;14,6917;
200627;1600;14,4757;
200627;1700;14,0005;
200627;1800;12,3671;
200627;1900;10,6085;
200627;2000;9,8;
200627;2100;9,79512;
200627;2200;9,45326;
200627;2300;8,83641;
200628;0000;9,2529;
200628;0100;8,52771;
200628;0200;8,07753;
200628;0300;7,40951;
200628;0400;6,78442;
200628;0500;8,01031;
200628;0600;7,90923;
200628;0700;6,54249;
200628;0800;6,6424;
200628;0900;7,23397;
200628;1000;9,41777;
200628;1100;12,5667;
200628;1200;14,4424;
200628;1300;15,3423;
200628;1400;14,4587;
200628;1500;14,3835;
200628;1600;14,1917;
200628;1700;13,2617;
200628;1800;11,7533;
200628;1900;11,3614;
200628;2000;10,8029;
200628;2100;10,011;
200628;2200;9,75253;
200628;2300;9,61069;
200629;0000;9,15216;
200629;0100;9,35199;
200629;0200;10,3518;
200629;0300;10,0849;
200629;0400;10,9181;
200629;0500;11,043;
200629;0600;10,0011;
200629;0700;9,90923;
200629;0800;9,00073;
200629;0900;8,37555;
200629;1000;8,1837;
200629;1100;8,05019;
200629;1200;7,675;
200629;1300;8,28677;
200629;1400;8,62827;
200629;1500;7,51821;
200629;1600;7,58478;
200629;1700;8,12772;
200629;1800;7,67627;
200629;1900;7,65118;
200629;2000;7,20109;
200629;2100;7,33432;
200629;2200;5,94257;
200629;2300;6,15914;
200630;0000;6,50072;
200630;0100;5,0673;
200630;0200;5,12553;
200630;0300;5,25877;
200630;0400;4,27535;
200630;0500;4,10859;
200630;0600;3,24175;
200630;0700;2,65004;
200630;0800;2,01667;
200630;0900;3,14254;
200630;1000;7,1;
200630;1100;9,27499;
200630;1200;10,5;
200630;1300;11,525;
200630;1400;12,0167;
200630;1500;12,7833;
200630;1600;12,5167;
200630;1700;11,9167;
200630;1800;10,7935;
200630;1900;9,70164;
200630;2000;10,0182;
200630;2100;9,06795;
200630;2200;9,15109;
200630;2300;10,2342;
200701;0000;9,1174;
200701;0100;8,12555;
200701;0200;8,15036;
200701;0300;9,16685;
200701;0400;9,05833;
200701;0500;8,74512;
200701;0600;8,66159;
200701;0700;8,23643;
200701;0800;8,57793;
200701;0900;8,90274;
200701;1000;8,8609;
200701;1100;9,80833;
200701;1200;10,6333;
200701;1300;11,1333;
200701;1400;12,225;
200701;1500;13,2667;
200701;1600;14,2167;
200701;1700;14,8333;
200701;1800;13,1011;
200701;1900;10,6342;
200701;2000;9,0424;
200701;2100;8,45055;
200701;2200;7,60851;
200701;2300;7,30842;
200702;0000;7,175;
200702;0100;6,96839;
200702;0200;7,03497;
200702;0300;6,33487;
200702;0400;5,75145;
200702;0500;5,58469;
200702;0600;5,16794;
200702;0700;5,20951;
200702;0800;4,99277;
200702;0900;5,25935;
200702;1000;7,88425;
200702;1100;10,8417;
200702;1200;13,0348;
200702;1300;14,8596;
200702;1400;15,9844;
200702;1500;16,5685;
200702;1600;17,0265;
200702;1700;17,1094;
200702;1800;14,8837;
200702;1900;12,7835;
200702;2000;11,7417;
200702;2100;10,2117;
200702;2200;9,4366;
200702;2300;8,77808;
200703;0000;8,4279;
200703;0100;8,66937;
200703;0200;8,8192;
200703;0300;8,68568;
200703;0400;8,10217;
200703;0500;7,44267;
200703;0600;7,1259;
200703;0700;6,40082;
200703;0800;6,00073;
200703;0900;6,50064;
200703;1000;9,86777;
200703;1100;12,05;
200703;1200;13,5333;
200703;1300;15,2422;
200703;1400;16,0924;
200703;1500;17,4833;
200703;1600;17,4667;
200703;1700;16,1402;
200703;1800;13,595;
200703;1900;11,8864;
200703;2000;10,9938;
200703;2100;10,411;
200703;2200;8,83586;
200703;2300;7,9845;
200704;0000;8,28549;
200704;0100;8,85199;
200704;0200;8,3768;
200704;0300;9,03494;
200704;0400;9,77643;
200704;0500;9,16792;
200704;0600;8,9594;
200704;0700;10,1426;
200704;0800;9,19167;
200704;0900;8,92555;
200704;1000;8,02536;
200704;1100;6,63342;
200704;1200;6,10833;
200704;1300;5,89339;
200704;1400;5,45163;
200704;1500;5,41821;
200704;1600;5,65145;
200704;1700;7,12636;
200704;1800;9,14421;
200704;1900;9,98569;
200704;2000;7,94274;
200704;2100;7,55099;
200704;2200;7,30923;
200704;2300;7,20914;
200705;0000;6,55904;
200705;0100;6,4423;
200705;0200;6,43386;
200705;0300;6,70877;
200705;0400;6,32535;
200705;0500;5,53359;
200705;0600;4,92517;
200705;0700;4,28342;
200705;0800;3,95833;
200705;0900;3,7592;
200705;1000;5,98498;
200705;1100;8,05312;
200705;1200;9,87793;
200705;1300;11,036;
200705;1400;11,5193;
200705;1500;12,4357;
200705;1600;12,4439;
200705;1700;11,827;
200705;1800;10,8601;
200705;1900;9,60999;
200705;2000;9,05147;
200705;2100;8,69295;
200705;2200;8,6261;
200705;2300;8,13425;
200706;0000;7,86703;
200706;0100;7,74194;
200706;0200;7,62518;
200706;0300;7,23342;
200706;0400;6,84167;
200706;0500;7,19339;
200706;0600;6,71828;
200706;0700;6,64321;
200706;0800;6,62646;
200706;0900;6,50137;
200706;1000;7,63461;
200706;1100;8,83569;
200706;1200;9,76051;
200706;1300;10,5417;
200706;1400;11,475;
200706;1500;11,8333;
200706;1600;12,1765;
200706;1700;11,943;
200706;1800;10,7833;
200706;1900;9,12592;
200706;2000;8,30074;
200706;2100;7,71694;
200706;2200;7,25851;
200706;2300;6,96676;
200707;0000;6,35833;
200707;0100;5,84339;
200707;0200;5,6433;
200707;0300;5,02654;
200707;0400;5,35145;
200707;0500;5,30968;
200707;0600;5,3596;
200707;0700;5,08451;
200707;0800;5,21777;
200707;0900;5,70934;
200707;1000;7,85091;
200707;1100;9,37665;
200707;1200;10,9583;
200707;1300;12,425;
200707;1400;13,075;
200707;1500;13,1667;
200707;1600;13,3667;
200707;1700;12,2173;
200707;1800;11,1421;
200707;1900;9,96686;
200707;2000;9,84167;
200707;2100;8,92845;
200707;2200;8,57826;
200707;2300;8,06975;
200708;0000;7,88478;
200708;0100;7,73469;
200708;0200;8,06087;
200708;0300;8,44402;
200708;0400;8,56883;
200708;0500;8,19365;
200708;0600;7,60923;
200708;0700;7,75082;
200708;0800;7,67574;
200708;0900;7,1;
200708;1000;7,60833;
200708;1100;8,70091;
200708;1200;10,0507;
200708;1300;11,1255;
200708;1400;12,0333;
200708;1500;13,0167;
200708;1600;13,825;
200708;1700;13,9368;
200708;1800;12,3333;
200708;1900;9,86142;
200708;2000;8,04457;
200708;2100;8,26105;
200708;2200;7,3596;
200708;2300;7,29285;
200709;0000;7,38442;
200709;0100;7,27599;
200709;0200;7,16757;
200709;0300;7,09248;
200709;0400;7,13405;
200709;0500;7,00896;
200709;0600;7,1422;
200709;0700;7,59212;
200709;0800;7,26704;
200709;0900;7,60027;
200709;1000;9,25037;
200709;1100;11,7667;
200709;1200;12,8833;
200709;1300;14,2167;
200709;1400;15,1417;
200709;1500;15,975;
200709;1600;16,35;
200709;1700;16,3417;
200709;1800;13,9917;
200709;1900;11,3441;
200709;2000;9,87717;
200709;2100;9,75198;
200709;2200;8,58513;
200709;2300;8,12662;
200710;0000;8,09311;
200710;0100;7,84229;
200710;0200;7,91721;
200710;0300;7,61711;
200710;0400;7,74202;
200710;0500;7,90026;
200710;0600;7,3835;
200710;0700;7,81676;
200710;0800;7,55833;
200710;0900;7,81007;
200710;1000;9,44496;
200710;1100;10,9614;
200710;1200;11,225;
200710;1300;11,6917;
200710;1400;12,9417;
200710;1500;13,9417;
200710;1600;14,025;
200710;1700;13,575;
200710;1800;12,3685;
200710;1900;11,2433;
200710;2000;11,3098;
200710;2100;10,068;
200710;2200;8,9261;
200710;2300;8,01759;
200711;0000;7,1587;
200711;0100;6,63361;
200711;0200;6,34185;
200711;0300;6,03342;
200711;0400;6,14167;
200711;0500;5,38506;
200711;0600;5,7433;
200711;0700;5,60155;
200711;0800;5,35146;
200711;0900;5,36804;
200711;1000;7,63461;
200711;1100;10,5917;
200711;1200;11,8833;
200711;1300;13,425;
200711;1400;14,6167;
200711;1500;15,0583;
200711;1600;15,2417;
200711;1700;14,3583;
200711;1800;13,0083;
200711;1900;11,6417;
200711;2000;10,8507;
200711;2100;10,3839;
200711;2200;10,0587;
200711;2300;9,65851;
200712;0000;8,89168;
200712;0100;8,25345;
200712;0200;7,87663;
200712;0300;7,64321;
200712;0400;6,93478;
200712;0500;6,37636;
200712;0600;6,26794;
200712;0700;5,91785;
200712;0800;5,66777;
200712;0900;6,576;
200712;1000;8,78516;
200712;1100;11,675;
200712;1200;12,85;
200712;1300;14,2917;
200712;1400;16,0417;
200712;1500;17,525;
200712;1600;17,8417;
200712;1700;17,6667;
200712;1800;16,525;
200712;1900;13,5583;
200712;2000;11,175;
200712;2100;10,3618;
200712;2200;10,1833;
200712;2300;9,54474;
200713;0000;8,88623;
200713;0100;8,23605;
200713;0200;7,37627;
200713;0300;6,70117;
200713;0400;6,70109;
200713;0500;6,34266;
200713;0600;5,99257;
200713;0700;5,76749;
200713;0800;5,43406;
200713;0900;6,45064;
200713;1000;10,6678;
200713;1100;14,2833;
200713;1200;16,7917;
200713;1300;19,0917;
200713;1400;20,6167;
200713;1500;22,0917;
200713;1600;22,9667;
200713;1700;22,925;
200713;1800;18,7;
200713;1900;14,6948;
200713;2000;12,9029;
200713;2100;11,9777;
200713;2200;10,7942;
200713;2300;9,88568;
200714;0000;9,49384;
200714;0100;8,99365;
200714;0200;8,5518;
200714;0300;7,35081;
200714;0400;6,65072;
200714;0500;6,1923;
200714;0600;6,47553;
200714;0700;5,54212;
200714;0800;4,8587;
200714;0900;7,42528;
200714;1000;11,5671;
200714;1100;14,9667;
200714;1200;17,575;
200714;1300;19,525;
200714;1400;21,1167;
200714;1500;22,25;
200714;1600;22,9391;
200714;1700;22,2304;
200714;1800;19,7218;
200714;1900;15,7941;
200714;2000;13,5105;
200714;2100;11,702;
200714;2200;10,2435;
200714;2300;9,30995;
200715;0000;8,85834;
200715;0100;8,90833;
200715;0200;7,50887;
200715;0300;6,97544;
200715;0400;6,28368;
200715;0500;5,29193;
200715;0600;5,54184;
200715;0700;5,30009;
200715;0800;4,925;
200715;0900;7,72674;
200715;1000;12,1366;
200715;1100;15,525;
200715;1200;18,3;
200715;1300;19,8583;
200715;1400;20,9583;
200715;1500;21,563;
200715;1600;20,6627;
200715;1700;18,2457;
200715;1800;15,6351;
200715;1900;13,1684;
200715;2000;10,6015;
200715;2100;9,50961;
200715;2200;8,4261;
200715;2300;7,25046;
200716;0000;6,51704;
200716;0100;6,05028;
200716;0200;5,25018;
200716;0300;4,98342;
200716;0400;4,825;
200716;0500;4,18505;
200716;0600;3,66749;
200716;0700;3,26744;
200716;0800;3,17573;
200716;0900;4,5597;
200716;1000;6,33462;
200716;1100;8,03572;
200716;1200;9,57719;
200716;1300;10,4353;
200716;1400;10,8351;
200716;1500;10,8266;
200716;1600;10,5598;
200716;1700;10,0096;
200716;1800;9,1761;
200716;1900;8,45091;
200716;2000;8,1674;
200716;2100;8,06721;
200716;2200;8,03371;
200716;2300;7,95009;
200717;0000;7,91667;
200717;0100;7,6934;
200717;0200;8,82826;
200717;0300;7,87654;
200717;0400;7,40145;
200717;0500;7,00138;
200717;0600;6,94294;
200717;0700;6,9012;
200717;0800;6,93443;
200717;0900;7,10101;
200717;1000;7,46758;
200717;1100;8,26668;
200717;1200;10,1167;
200717;1300;11,375;
200717;1400;12,625;
200717;1500;13,201;
200717;1600;13,0674;
200717;1700;12,7505;
200717;1800;12,1254;
200717;1900;10,6252;
200717;2000;9,85001;
200717;2100;9,51178;
200717;2200;9,58659;
200717;2300;8,87808;
200718;0000;8,49457;
200718;0100;8,41939;
200718;0200;8,01921;
200718;0300;7,72617;
200718;0400;7,64275;
200718;0500;8,16031;
200718;0600;7,79257;
200718;0700;7,63415;
200718;0800;7,32573;
200718;0900;7,43397;
200718;1000;8,16777;
200718;1100;9,75092;
200718;1200;11,1507;
200718;1300;12,4417;
200718;1400;13,2417;
200718;1500;13,4002;
200718;1600;13,6;
200718;1700;13,1868;
200718;1800;12,47;
200718;1900;11,5864;
200718;2000;11,0112;
200718;2100;10,5194;
200718;2200;10,1858;
200718;2300;10,0924;
200719;0000;9,90216;
200719;0100;9,67699;
200719;0200;9,47681;
200719;0300;9,70161;
200719;0400;9,40143;
200719;0500;9,15125;
200719;0600;9,02606;
200719;0700;8,84258;
200719;0800;8,26741;
200719;0900;8,39223;
200719;1000;8,45036;
200719;1100;9,15019;
200719;1200;10,5583;
200719;1300;14,5867;
200719;1400;15,9366;
200719;1500;16,4729;
200719;1600;16,7808;
200719;1700;15,536;
200719;1800;14,3275;
200719;1900;13,7941;
200719;2000;12,8605;
200719;2100;12,827;
200719;2200;12,8435;
