FECHA (YYMMDD);HORA (HHMM);;
200530;1200;209,79;
200530;1300;246,834;
200530;1400;248,581;
200530;1500;208,23;
200530;1600;242,8;
200530;1700;242,447;
200530;1800;239,988;
200530;1900;180,022;
200530;2000;94,7664;
200530;2100;85,3289;
200530;2200;265,874;
200530;2300;126,673;
200531;0000;71,4644;
200531;0100;212,637;
200531;0200;96,8311;
200531;0300;142,47;
200531;0400;238,516;
200531;0500;314,478;
200531;0600;272,817;
200531;0700;156,492;
200531;0800;84,2091;
200531;0900;107,439;
200531;1000;109,864;
200531;1100;250,526;
200531;1200;252,132;
200531;1300;285,137;
200531;1400;253,228;
200531;1500;239,223;
200531;1600;239,335;
200531;1700;239,409;
200531;1800;233,02;
200531;1900;230,989;
200531;2000;173,69;
200531;2100;214,469;
200531;2200;7,86322;
200531;2300;268,916;
200601;0000;274,066;
200601;0100;87,0858;
200601;0200;156,967;
200601;0300;155,758;
200601;0400;110,078;
200601;0500;71,175;
200601;0600;122,867;
200601;0700;295,707;
200601;0800;244,894;
200601;0900;172,002;
200601;1000;130,517;
200601;1100;280,505;
200601;1200;324,175;
200601;1300;26,8986;
200601;1400;260,989;
200601;1500;250,178;
200601;1600;242,658;
200601;1700;238,022;
200601;1800;235,469;
200601;1900;209,495;
200601;2000;160,184;
200601;2100;14,3617;
200601;2200;236,026;
200601;2300;66,4495;
200602;0000;263,493;
200602;0100;191,827;
200602;0200;107,396;
200602;0300;160,863;
200602;0400;136,86;
200602;0500;213,906;
200602;0600;203,619;
200602;0700;348,341;
200602;0800;72,701;
200602;0900;352,384;
200602;1000;303,029;
200602;1100;208,903;
200602;1200;223,299;
200602;1300;226,366;
200602;1400;173,443;
200602;1500;259,145;
200602;1600;247,927;
200602;1700;219,59;
200602;1800;251,308;
200602;1900;237,244;
200602;2000;160,171;
200602;2100;189,044;
200602;2200;238,009;
200602;2300;234,799;
200603;0000;183,168;
200603;0100;182,991;
200603;0200;204,409;
200603;0300;191,797;
200603;0400;201,174;
200603;0500;234,247;
200603;0600;218,769;
200603;0700;214,355;
200603;0800;240,233;
200603;0900;18,9322;
200603;1000;3,29594;
200603;1100;357,282;
200603;1200;28,1175;
200603;1300;53,8356;
200603;1400;13,8983;
200603;1500;297,269;
200603;1600;291,725;
200603;1700;260,457;
200603;1800;256,986;
200603;1900;291,49;
200603;2000;281,851;
200603;2100;143,475;
200603;2200;101,442;
200603;2300;167,285;
200604;0000;97,6934;
200604;0100;338,193;
200604;0200;101,847;
200604;0300;118,722;
200604;0400;160,371;
200604;0500;111,198;
200604;0600;180,579;
200604;0700;191,067;
200604;0800;128,983;
200604;0900;128,716;
200604;1000;287,277;
200604;1100;357,298;
200604;1200;289,372;
200604;1300;260,705;
200604;1400;315,072;
200604;1500;261,003;
200604;1600;253,527;
200604;1700;150,681;
200604;1800;246,146;
200604;1900;43,6311;
200604;2000;154,002;
200604;2100;80,5502;
200604;2200;133,577;
200604;2300;143,115;
200605;0000;133,77;
200605;0100;175,297;
200605;0200;135,765;
200605;0300;137,197;
200605;0400;127,303;
200605;0500;131,454;
200605;0600;144,258;
200605;0700;121,836;
200605;0800;187,38;
200605;0900;125,465;
200605;1000;104,907;
200605;1100;170,275;
200605;1200;260,95;
200605;1300;59,2983;
200605;1400;269,14;
200605;1500;283,813;
200605;1600;235,655;
200605;1700;237,46;
200605;1800;232,371;
200605;1900;1,50871;
200605;2000;40,747;
200605;2100;153,762;
200605;2200;137,673;
200605;2300;135,719;
200606;0000;113,829;
200606;0100;141,729;
200606;0200;122,596;
200606;0300;343,752;
200606;0400;96,6364;
200606;0500;136,918;
200606;0600;131,767;
200606;0700;118,052;
200606;0800;153,17;
200606;0900;119,867;
200606;1000;277,562;
200606;1100;277,928;
200606;1200;241,395;
200606;1300;231,653;
200606;1400;239,046;
200606;1500;241,067;
200606;1600;241,045;
200606;1700;236,012;
200606;1800;239,346;
200606;1900;250,056;
200606;2000;240,452;
200606;2100;2,67596;
200606;2200;289,993;
200606;2300;190,537;
200607;0000;128,609;
200607;0100;108,768;
200607;0200;187,834;
200607;0300;252,42;
200607;0400;180,913;
200607;0500;128,475;
200607;0600;153,798;
200607;0700;227,582;
200607;0800;151,574;
200607;0900;277,962;
200607;1000;313,578;
200607;1100;263,273;
200607;1200;257,74;
200607;1300;261,996;
200607;1400;232,83;
200607;1500;235,195;
200607;1600;231,372;
200607;1700;225,976;
200607;1800;225,481;
200607;1900;156,847;
200607;2000;116,96;
200607;2100;149,749;
200607;2200;122,404;
200607;2300;140,997;
200608;0000;134,548;
200608;0100;135,588;
200608;0200;97,7668;
200608;0300;123,361;
200608;0400;136,732;
200608;0500;141,047;
200608;0600;329,683;
200608;0700;336,792;
200608;0800;136,764;
200608;0900;137,961;
200608;1000;173,11;
200608;1100;279,185;
200608;1200;254,664;
200608;1300;285,42;
200608;1400;291,273;
200608;1500;223,918;
200608;1600;245,894;
200608;1700;231,096;
200608;1800;270,975;
200608;1900;210,872;
200608;2000;120,607;
200608;2100;16,8628;
200608;2200;144,649;
200608;2300;176,933;
200609;0000;107,874;
200609;0100;148,195;
200609;0200;130,978;
200609;0300;117,069;
200609;0400;99,1379;
200609;0500;113,999;
200609;0600;144,145;
200609;0700;238,49;
200609;0800;101,228;
200609;0900;215,257;
200609;1000;250,877;
200609;1100;217,229;
200609;1200;157,728;
200609;1300;57,1829;
200609;1400;233,867;
200609;1500;248,121;
200609;1600;224,005;
200609;1700;214,072;
200609;1800;199,852;
200609;1900;156,575;
200609;2000;217,799;
200609;2100;21,2688;
200609;2200;20,3099;
200609;2300;69,6437;
200610;0000;201,077;
200610;0100;356,022;
200610;0200;120,608;
200610;0300;160,781;
200610;0400;80,7876;
200610;0500;146,7;
200610;0600;140,85;
200610;0700;114,254;
200610;0800;152,713;
200610;0900;131,675;
200610;1000;199,377;
200610;1100;62,2667;
200610;1200;244,106;
200610;1300;279,841;
200610;1400;271,692;
200610;1500;281,641;
200610;1600;243,472;
200610;1700;242,138;
200610;1800;244,431;
200610;1900;17,3152;
200610;2000;57,6634;
200610;2100;131,967;
200610;2200;171,414;
200610;2300;104,057;
200611;0000;149,879;
200611;0100;99,3822;
200611;0200;127,13;
200611;0300;121,36;
200611;0400;132,888;
200611;0500;131,1;
200611;0600;131,705;
200611;0700;136,742;
200611;0800;136,762;
200611;0900;6,78042;
200611;1000;272,979;
200611;1100;31,4949;
200611;1200;237,875;
200611;1300;236,592;
200611;1400;148,85;
200611;1500;175,491;
200611;1600;1,03191;
200611;1700;274,014;
200611;1800;165,147;
200611;1900;238,146;
200611;2000;113,363;
200611;2100;117,986;
200611;2200;158,182;
200611;2300;105,891;
200612;0000;81,4423;
200612;0100;272,517;
200612;0200;171,772;
200612;0300;110,186;
200612;0400;93,4386;
200612;0500;74,7269;
200612;0600;250,544;
200612;0700;192,896;
200612;0800;143,162;
200612;0900;123,344;
200612;1000;106,322;
200612;1100;74,299;
200612;1200;78,0995;
200612;1300;63,461;
200612;1400;14,8955;
200612;1500;346,311;
200612;1600;6,69319;
200612;1700;351,788;
200612;1800;335,815;
200612;1900;198,317;
200612;2000;119,516;
200612;2100;137,781;
200612;2200;148,496;
200612;2300;71,673;
200613;0000;153,222;
200613;0100;116,41;
200613;0200;113,512;
200613;0300;109,615;
200613;0400;156,921;
200613;0500;110,322;
200613;0600;136,677;
200613;0700;117,99;
200613;0800;144,746;
200613;0900;33,9356;
200613;1000;126,606;
200613;1100;122,701;
200613;1200;301,745;
200613;1300;291,484;
200613;1400;359,682;
200613;1500;255,303;
200613;1600;279,35;
200613;1700;78,1917;
200613;1800;44,7564;
200613;1900;31,8699;
200613;2000;109,847;
200613;2100;120,407;
200613;2200;125,201;
200613;2300;119,87;
200614;0000;110,913;
200614;0100;106,037;
200614;0200;119,522;
200614;0300;125,532;
200614;0400;102,552;
200614;0500;135,418;
200614;0600;124,66;
200614;0700;105,914;
200614;0800;121,804;
200614;0900;120,36;
200614;1000;115,488;
200614;1100;133,612;
200614;1200;44,0907;
200614;1300;58,372;
200614;1400;295,189;
200614;1500;328,687;
200614;1600;264,933;
200614;1700;229,375;
200614;1800;228,843;
200614;1900;168,773;
200614;2000;238,046;
200614;2100;241,344;
200614;2200;349,028;
200614;2300;335,566;
200615;0000;250,372;
200615;0100;230,647;
200615;0200;215,665;
200615;0300;160,779;
200615;0400;127,317;
200615;0500;115,482;
200615;0600;108,185;
200615;0700;114,617;
200615;0800;126,779;
200615;0900;114,543;
200615;1000;92,3915;
200615;1100;99,0717;
200615;1200;307,332;
200615;1300;177,11;
200615;1400;236,792;
200615;1500;187,093;
200615;1600;199,955;
200615;1700;239,011;
200615;1800;241,201;
200615;1900;206,303;
200615;2000;127,185;
200615;2100;219,499;
200615;2200;113,135;
200615;2300;110,708;
200616;0000;91,1893;
200616;0100;283,644;
200616;0200;118,199;
200616;0300;107,76;
200616;0400;114,796;
200616;0500;154,069;
200616;0600;128,127;
200616;0700;109,594;
200616;0800;302,775;
200616;0900;222,486;
200616;1000;202,185;
200616;1100;173,609;
200616;1200;135,639;
200616;1300;255,425;
200616;1400;180,869;
200616;1500;110,254;
200616;1600;236,284;
200616;1700;239,853;
200616;1800;257,305;
200616;1900;250,732;
200616;2000;59,028;
200616;2100;82,7057;
200616;2200;269,456;
200616;2300;326,258;
200617;0000;215,872;
200617;0100;197,064;
200617;0200;120,028;
200617;0300;88,8262;
200617;0400;101,399;
200617;0500;271,747;
200617;0600;19,0778;
200617;0700;292,133;
200617;0800;125,116;
200617;0900;31,9014;
200617;1000;107,66;
200617;1100;132,522;
200617;1200;339,614;
200617;1300;1,36964;
200617;1400;7,21798;
200617;1500;19,1195;
200617;1600;359,454;
200617;1700;6,44347;
200617;1800;8,53989;
200617;1900;346,684;
200617;2000;346,286;
200617;2100;83,8221;
200617;2200;108,035;
200617;2300;251,009;
200618;0000;283,314;
200618;0100;301,802;
200618;0200;32,578;
200618;0300;121,547;
200618;0400;163,116;
200618;0500;110,095;
200618;0600;94,7328;
200618;0700;292,787;
200618;0800;305,905;
200618;0900;109,866;
200618;1000;124,702;
200618;1100;258,09;
200618;1200;60,3877;
200618;1300;261,63;
200618;1400;22,3905;
200618;1500;281,455;
200618;1600;318,427;
200618;1700;266,952;
200618;1800;242,289;
200618;1900;119,692;
200618;2000;82,8341;
200618;2100;157,68;
200618;2200;95,6353;
200618;2300;95,4531;
200619;0000;93,0767;
200619;0100;310,392;
200619;0200;53,6688;
200619;0300;265,031;
200619;0400;102,297;
200619;0500;210,732;
200619;0600;130,174;
200619;0700;238,857;
200619;0800;248,405;
200619;0900;258,381;
200619;1000;290,821;
200619;1100;279,147;
200619;1200;209,017;
200619;1300;228,044;
200619;1400;223,955;
200619;1500;214,182;
200619;1600;203,969;
200619;1700;220,457;
200619;1800;200,766;
200619;1900;109,551;
200619;2000;295,376;
200619;2100;277,595;
200619;2200;222,481;
200619;2300;150,658;
200620;0000;267,716;
200620;0100;271,716;
200620;0200;187,49;
200620;0300;84,0695;
200620;0400;69,4727;
200620;0500;3,56493;
200620;0600;222,722;
200620;0700;97,7302;
200620;0800;141,727;
200620;0900;130,853;
200620;1000;127,242;
200620;1100;95,2815;
200620;1200;42,1938;
200620;1300;279,954;
200620;1400;250,642;
200620;1500;78,3083;
200620;1600;242,152;
200620;1700;143,063;
200620;1800;181,219;
200620;1900;101,05;
200620;2000;39,6618;
200620;2100;273,507;
200620;2200;218,176;
200620;2300;97,2708;
200621;0000;87,124;
200621;0100;227,972;
200621;0200;73,7551;
200621;0300;89,6509;
200621;0400;313,057;
200621;0500;119,747;
200621;0600;134,342;
200621;0700;125,901;
200621;0800;135,867;
200621;0900;137,465;
200621;1000;126,506;
200621;1100;167,883;
200621;1200;43,3279;
200621;1300;323,106;
200621;1400;292,022;
200621;1500;287,214;
200621;1600;255,433;
200621;1700;220,681;
200621;1800;203,995;
200621;1900;62,9357;
200621;2000;358,858;
200621;2100;55,9835;
200621;2200;75,3353;
200621;2300;80,5579;
200622;0000;265,952;
200622;0100;124,576;
200622;0200;113,607;
200622;0300;109,769;
200622;0400;111,356;
200622;0500;272,654;
200622;0600;294,377;
200622;0700;252,942;
200622;0800;95,0652;
200622;0900;109,955;
200622;1000;296,671;
200622;1100;82,8826;
200622;1200;135,291;
200622;1300;89,3964;
200622;1400;346,309;
200622;1500;148,996;
200622;1600;223,141;
200622;1700;177,78;
200622;1800;158,308;
200622;1900;87,0255;
200622;2000;255,405;
200622;2100;285,808;
200622;2200;233,11;
200622;2300;235,648;
200623;0000;234,838;
200623;0100;177,661;
200623;0200;100,555;
200623;0300;100,607;
200623;0400;90,8068;
200623;0500;73,0142;
200623;0600;45,8852;
200623;0700;341,736;
200623;0800;60,0477;
200623;0900;90,3412;
200623;1000;347,678;
200623;1100;355,787;
200623;1200;313,567;
200623;1300;278,217;
200623;1400;101,394;
200623;1500;28,8147;
200623;1600;17,3093;
200623;1700;3,34406;
200623;1800;2,30696;
200623;1900;309,48;
200623;2000;221,194;
200623;2100;134,371;
200623;2200;218,663;
200623;2300;359,059;
200624;0000;359,762;
200624;0100;42,5338;
200624;0200;54,5893;
200624;0300;236,979;
200624;0400;128,158;
200624;0500;110,472;
200624;0600;93,1677;
200624;0700;129,911;
200624;0800;90,9872;
200624;0900;84,6088;
200624;1000;322,768;
200624;1100;354,793;
200624;1200;357,423;
200624;1300;301,788;
200624;1400;214,095;
200624;1500;330,999;
200624;1600;328,238;
200624;1700;305,414;
200624;1800;257,546;
200624;1900;211,009;
200624;2000;179,398;
200624;2100;204,924;
200624;2200;139,452;
200624;2300;156,542;
200625;0000;292,854;
200625;0100;87,8168;
200625;0200;119,728;
200625;0300;170,717;
200625;0400;156,733;
200625;0500;126,856;
200625;0600;133,252;
200625;0700;142,067;
200625;0800;166,565;
200625;0900;283,096;
200625;1000;65,175;
200625;1100;117,296;
200625;1200;296,002;
200625;1300;333,114;
200625;1400;11,9362;
200625;1500;356,534;
200625;1600;272,162;
200625;1700;295,355;
200625;1800;229,231;
200625;1900;258,425;
200625;2000;348,578;
200625;2100;349,905;
200625;2200;330,065;
200625;2300;125,578;
200626;0000;95,3853;
200626;0100;334,465;
200626;0200;146,157;
200626;0300;92,6926;
200626;0400;70,9519;
200626;0500;173,378;
200626;0600;118,189;
200626;0700;97,9213;
200626;0800;242,658;
200626;0900;336,997;
200626;1000;308,744;
200626;1100;122,189;
200626;1200;116,537;
200626;1300;237,88;
200626;1400;238,261;
200626;1500;234,281;
200626;1600;231,917;
200626;1700;202,154;
200626;1800;68,6613;
200626;1900;108,88;
200626;2000;6,27526;
200626;2100;358,553;
200626;2200;210,626;
200626;2300;116,977;
200627;0000;155,337;
200627;0100;85,3022;
200627;0200;352,079;
200627;0300;137,842;
200627;0400;327,044;
200627;0500;121,442;
200627;0600;124,665;
200627;0700;132,276;
200627;0800;141,078;
200627;0900;143,936;
200627;1000;324,277;
200627;1100;86,653;
200627;1200;115,947;
200627;1300;69,9208;
200627;1400;232,622;
200627;1500;93,0276;
200627;1600;121,373;
200627;1700;205,176;
200627;1800;321,169;
200627;1900;324,988;
200627;2000;340,513;
200627;2100;145,005;
200627;2200;119,612;
200627;2300;142,376;
200628;0000;114,204;
200628;0100;76,59;
200628;0200;164,193;
200628;0300;92,2715;
200628;0400;52,4453;
200628;0500;112,106;
200628;0600;118,403;
200628;0700;88,9045;
200628;0800;124,37;
200628;0900;284,955;
200628;1000;112,595;
200628;1100;144,435;
200628;1200;212,221;
200628;1300;242,739;
200628;1400;255,521;
200628;1500;248,708;
200628;1600;248,583;
200628;1700;281,457;
200628;1800;243,138;
200628;1900;242,332;
200628;2000;92,5273;
200628;2100;160,252;
200628;2200;65,3101;
200628;2300;228,872;
200629;0000;145,768;
200629;0100;102,041;
200629;0200;232,031;
200629;0300;212,245;
200629;0400;213,298;
200629;0500;104,786;
200629;0600;273,784;
200629;0700;276,558;
200629;0800;207,461;
200629;0900;35,5767;
200629;1000;43,9384;
200629;1100;354,592;
200629;1200;1,56611;
200629;1300;64,4548;
200629;1400;334,622;
200629;1500;359,441;
200629;1600;31,1718;
200629;1700;342,441;
200629;1800;337,853;
200629;1900;349,575;
200629;2000;111,276;
200629;2100;85,6117;
200629;2200;106,724;
200629;2300;101,6;
200630;0000;79,3436;
200630;0100;228,21;
200630;0200;59,5511;
200630;0300;243,047;
200630;0400;95,1487;
200630;0500;108,067;
200630;0600;186,879;
200630;0700;224,796;
200630;0800;282,013;
200630;0900;351,977;
200630;1000;0,369155;
200630;1100;312,94;
200630;1200;347,986;
200630;1300;291,265;
200630;1400;311,695;
200630;1500;15,9898;
200630;1600;292,162;
200630;1700;283,662;
200630;1800;283,848;
200630;1900;98,1123;
200630;2000;111,181;
200630;2100;231,871;
200630;2200;101,493;
200630;2300;87,5215;
200701;0000;276,722;
200701;0100;150,483;
200701;0200;102,858;
200701;0300;12,0244;
200701;0400;327,82;
200701;0500;144,182;
200701;0600;198,049;
200701;0700;66,5269;
200701;0800;25,3251;
200701;0900;349,042;
200701;1000;88,6851;
200701;1100;114,729;
200701;1200;109,638;
200701;1300;89,0388;
200701;1400;130,737;
200701;1500;204,813;
200701;1600;241,269;
200701;1700;252,157;
200701;1800;277,375;
200701;1900;332,728;
200701;2000;43,3891;
200701;2100;47,8033;
200701;2200;359,195;
200701;2300;81,2529;
200702;0000;99,3666;
200702;0100;147,105;
200702;0200;116,563;
200702;0300;145,773;
200702;0400;71,27;
200702;0500;124,013;
200702;0600;114,138;
200702;0700;130,228;
200702;0800;109,892;
200702;0900;184,68;
200702;1000;184,308;
200702;1100;124,822;
200702;1200;120,112;
200702;1300;317,969;
200702;1400;315,276;
200702;1500;263,918;
200702;1600;256,765;
200702;1700;271,57;
200702;1800;250,536;
200702;1900;219,657;
200702;2000;119,158;
200702;2100;239,812;
200702;2200;119,113;
200702;2300;116,276;
200703;0000;336,823;
200703;0100;228,727;
200703;0200;100,958;
200703;0300;49,728;
200703;0400;271,677;
200703;0500;102,702;
200703;0600;115,663;
200703;0700;269,752;
200703;0800;114,947;
200703;0900;136,543;
200703;1000;129,886;
200703;1100;297,654;
200703;1200;299,411;
200703;1300;289,67;
200703;1400;254,85;
200703;1500;349,816;
200703;1600;228,777;
200703;1700;237,842;
200703;1800;232,084;
200703;1900;196,223;
200703;2000;152,297;
200703;2100;132,596;
200703;2200;172,322;
200703;2300;296,545;
200704;0000;342,434;
200704;0100;326,133;
200704;0200;208,39;
200704;0300;96,1761;
200704;0400;107,659;
200704;0500;138,486;
200704;0600;83,7064;
200704;0700;74,1616;
200704;0800;257,226;
200704;0900;231,123;
200704;1000;220,374;
200704;1100;218,594;
200704;1200;197,587;
200704;1300;119,726;
200704;1400;96,6844;
200704;1500;95,1268;
200704;1600;96,1549;
200704;1700;86,1536;
200704;1800;48,2469;
200704;1900;17,884;
200704;2000;318,608;
200704;2100;15,4078;
200704;2200;27,8846;
200704;2300;36,7038;
200705;0000;270,486;
200705;0100;347,441;
200705;0200;107,243;
200705;0300;109,251;
200705;0400;121,565;
200705;0500;160,752;
200705;0600;183,264;
200705;0700;261,197;
200705;0800;320,109;
200705;0900;249,331;
200705;1000;251,8;
200705;1100;286,292;
200705;1200;303,839;
200705;1300;326,746;
200705;1400;280,726;
200705;1500;223,949;
200705;1600;226,228;
200705;1700;252,101;
200705;1800;240,903;
200705;1900;252,587;
200705;2000;253,503;
200705;2100;275,757;
200705;2200;255,473;
200705;2300;325,386;
200706;0000;273,925;
200706;0100;15,2347;
200706;0200;273,832;
200706;0300;85,7792;
200706;0400;91,2935;
200706;0500;75,9164;
200706;0600;264,754;
200706;0700;255,383;
200706;0800;249,571;
200706;0900;158,586;
200706;1000;156,175;
200706;1100;144,897;
200706;1200;206,084;
200706;1300;258,352;
200706;1400;235,641;
200706;1500;244,894;
200706;1600;235,263;
200706;1700;255,506;
200706;1800;195,756;
200706;1900;278,45;
200706;2000;315,122;
200706;2100;97,46;
200706;2200;283,395;
200706;2300;236,915;
200707;0000;49,9565;
200707;0100;241,194;
200707;0200;337,073;
200707;0300;236,804;
200707;0400;105,301;
200707;0500;121,633;
200707;0600;283,549;
200707;0700;181,588;
200707;0800;244,519;
200707;0900;59,5435;
200707;1000;258,791;
200707;1100;336,48;
200707;1200;50,8802;
200707;1300;262,338;
200707;1400;254,975;
200707;1500;245,689;
200707;1600;238,015;
200707;1700;228,669;
200707;1800;216,703;
200707;1900;352,953;
200707;2000;108,627;
200707;2100;68,3993;
200707;2200;307,516;
200707;2300;135,548;
200708;0000;247,037;
200708;0100;64,1888;
200708;0200;90,9233;
200708;0300;105,98;
200708;0400;253,565;
200708;0500;343,969;
200708;0600;242,894;
200708;0700;265,757;
200708;0800;213,099;
200708;0900;259,796;
200708;1000;67,5911;
200708;1100;354,249;
200708;1200;12,0147;
200708;1300;119,667;
200708;1400;211,292;
200708;1500;207,482;
200708;1600;211,361;
200708;1700;233,056;
200708;1800;233,098;
200708;1900;251,505;
200708;2000;103,14;
200708;2100;71,4795;
200708;2200;228,424;
200708;2300;61,8347;
200709;0000;224,2;
200709;0100;35,3065;
200709;0200;181,185;
200709;0300;188,205;
200709;0400;39,8685;
200709;0500;152,299;
200709;0600;73,3046;
200709;0700;101,395;
200709;0800;302,61;
200709;0900;246,035;
200709;1000;180,163;
200709;1100;42,6849;
200709;1200;280,272;
200709;1300;263,546;
200709;1400;235,381;
200709;1500;330,905;
200709;1600;246,233;
200709;1700;263,133;
200709;1800;264,786;
200709;1900;7,26812;
200709;2000;202,217;
200709;2100;108,953;
200709;2200;130,167;
200709;2300;180,021;
200710;0000;113,602;
200710;0100;22,0999;
200710;0200;67,2736;
200710;0300;95,1177;
200710;0400;113,855;
200710;0500;128,342;
200710;0600;128,86;
200710;0700;64,5627;
200710;0800;272,689;
200710;0900;154,621;
200710;1000;134,13;
200710;1100;55,8856;
200710;1200;240,092;
200710;1300;228,224;
200710;1400;238,172;
200710;1500;210,958;
200710;1600;167,482;
200710;1700;222,308;
200710;1800;159,787;
200710;1900;154,464;
200710;2000;127,91;
200710;2100;79,986;
200710;2200;62,0706;
200710;2300;130,721;
200711;0000;114,512;
200711;0100;123,264;
200711;0200;104,995;
200711;0300;119,776;
200711;0400;106,011;
200711;0500;45,7573;
200711;0600;139,253;
200711;0700;121,527;
200711;0800;178,665;
200711;0900;141,288;
200711;1000;202,615;
200711;1100;268,234;
200711;1200;244,403;
200711;1300;55,2217;
200711;1400;264,418;
200711;1500;233,667;
200711;1600;218,641;
200711;1700;248,231;
200711;1800;255,982;
200711;1900;260,609;
200711;2000;280,941;
200711;2100;253,844;
200711;2200;272,076;
200711;2300;261,212;
200712;0000;270,093;
200712;0100;199,584;
200712;0200;285,204;
200712;0300;261,159;
200712;0400;273,942;
200712;0500;29,7053;
200712;0600;202,166;
200712;0700;250,683;
200712;0800;125,396;
200712;0900;133,774;
200712;1000;155,481;
200712;1100;239,736;
200712;1200;286,027;
200712;1300;241,727;
200712;1400;270,35;
200712;1500;303,462;
200712;1600;262,709;
200712;1700;231,306;
200712;1800;215,719;
200712;1900;182,81;
200712;2000;35,4348;
200712;2100;104,874;
200712;2200;117,909;
200712;2300;124,62;
200713;0000;129,454;
200713;0100;104,738;
200713;0200;100,396;
200713;0300;126,351;
200713;0400;107,207;
200713;0500;131,149;
200713;0600;110,163;
200713;0700;120,97;
200713;0800;123,304;
200713;0900;128,021;
200713;1000;47,1239;
200713;1100;353,925;
200713;1200;14,982;
200713;1300;352,979;
200713;1400;62,2947;
200713;1500;240,488;
200713;1600;269,851;
200713;1700;248,842;
200713;1800;268,437;
200713;1900;27,2141;
200713;2000;282,122;
200713;2100;105,881;
200713;2200;100,005;
200713;2300;118,329;
200714;0000;110,99;
200714;0100;120,605;
200714;0200;84,1566;
200714;0300;122,782;
200714;0400;117,659;
200714;0500;131,453;
200714;0600;115,212;
200714;0700;112,249;
200714;0800;129,498;
200714;0900;108,436;
200714;1000;243,876;
200714;1100;293,021;
200714;1200;299,726;
200714;1300;267,275;
200714;1400;269,979;
200714;1500;245,772;
200714;1600;274,559;
200714;1700;229,963;
200714;1800;194,57;
200714;1900;95,277;
200714;2000;145,042;
200714;2100;108,095;
200714;2200;127,972;
200714;2300;115,971;
200715;0000;113,131;
200715;0100;112,143;
200715;0200;134,713;
200715;0300;126,042;
200715;0400;99,7278;
200715;0500;119,998;
200715;0600;121,814;
200715;0700;122,218;
200715;0800;126,227;
200715;0900;98,2209;
200715;1000;264,046;
200715;1100;319,206;
200715;1200;331,684;
200715;1300;260,831;
200715;1400;250,887;
200715;1500;248,298;
200715;1600;230,836;
200715;1700;237,493;
200715;1800;227,845;
200715;1900;228,274;
200715;2000;251,342;
200715;2100;269,943;
200715;2200;313,087;
200715;2300;325,69;
200716;0000;301,019;
200716;0100;239,779;
200716;0200;260,074;
200716;0300;268,479;
200716;0400;135,591;
200716;0500;249,11;
200716;0600;225,79;
200716;0700;280,747;
200716;0800;146,342;
200716;0900;128,382;
200716;1000;258,919;
200716;1100;216,898;
200716;1200;241,487;
200716;1300;257,505;
200716;1400;259,736;
200716;1500;267,337;
200716;1600;257,042;
200716;1700;231,595;
200716;1800;288,335;
200716;1900;270,706;
200716;2000;183,828;
200716;2100;87,4442;
200716;2200;149,049;
200716;2300;127,07;
200717;0000;288,291;
200717;0100;139,579;
200717;0200;105,542;
200717;0300;237,692;
200717;0400;321,94;
200717;0500;305,421;
200717;0600;271,348;
200717;0700;196,851;
200717;0800;138,897;
200717;0900;256,441;
200717;1000;262,525;
200717;1100;261,245;
200717;1200;253,671;
200717;1300;209,657;
200717;1400;164,749;
200717;1500;166,542;
200717;1600;189,517;
200717;1700;190,458;
200717;1800;146,214;
200717;1900;236,592;
200717;2000;204,169;
200717;2100;122,859;
200717;2200;106,371;
200717;2300;228,532;
200718;0000;254,816;
200718;0100;83,1952;
200718;0200;179,508;
200718;0300;187,752;
200718;0400;46,5347;
200718;0500;94,1833;
200718;0600;241,187;
200718;0700;249,516;
200718;0800;121,719;
200718;0900;132,157;
200718;1000;127,635;
200718;1100;246,628;
200718;1200;170,747;
200718;1300;111,174;
200718;1400;130,636;
200718;1500;128,47;
200718;1600;191,777;
200718;1700;215,173;
200718;1800;191,555;
200718;1900;217,212;
200718;2000;309,064;
200718;2100;227,725;
200718;2200;282,904;
200718;2300;233,64;
200719;0000;212,696;
200719;0100;271,428;
200719;0200;82,9961;
200719;0300;99,8234;
200719;0400;95,4558;
200719;0500;257,634;
200719;0600;326,267;
200719;0700;44,7968;
200719;0800;88,969;
200719;0900;256,254;
200719;1000;318,944;
200719;1100;305,727;
200719;1200;265,907;
200719;1300;248,783;
200719;1400;244,691;
200719;1500;232,811;
200719;1600;227,992;
200719;1700;237,334;
200719;1800;227,164;
200719;1900;197,612;
200719;2000;184,143;
200719;2100;227,888;
200719;2200;194,182;
200719;2300;214,212;
200720;0000;231,131;
200720;0100;287,931;
200720;0200;264,206;
200720;0300;312,41;
200720;0400;135,589;
200720;0500;140,967;
200720;0600;153,962;
200720;0700;132,406;
200720;0800;168,89;
200720;0900;281,464;
200720;1000;261,098;
200720;1100;94,8032;
200720;1200;109,711;
200720;1300;87,9662;
200720;1400;324,983;
200720;1500;286,439;
200720;1600;240,899;
200720;1700;233,02;
200720;1800;227,167;
200720;1900;220,926;
200720;2000;204,361;
200720;2100;212,907;
200720;2200;162,665;
200720;2300;134,219;
200721;0000;93,632;
200721;0100;288,069;
200721;0200;319,231;
200721;0300;135,512;
200721;0400;226,046;
200721;0500;263,039;
200721;0600;219,298;
200721;0700;186,216;
200721;0800;204,972;
200721;0900;179,076;
200721;1000;113,435;
200721;1100;92,3435;
200721;1200;152,934;
200721;1300;213,257;
200721;1400;160,77;
200721;1500;105,478;
